datetime,aqi
1582308000,"[24, 26]"
1582311600,"[23, 25]"
1582315200,"[23, 26]"
1582318800,"[24, 26]"
1582322400,"[24, 26]"
1582326000,"[24, 25]"
1582329600,"[23, 24]"
1582333200,"[21, 24]"
1582336800,"[21, 25]"
1582340400,"[20, 26]"
1582344000,"[19, 26]"
1582347600,"[19, 25]"
1582351200,"[18, 23]"
1582354800,"[18, 20]"
1582358400,"[17, 18]"
1582362000,"[16, 17]"
1582365600,"[15, 17]"
1582369200,"[13, 18]"
1582372800,"[13, 19]"
1582376400,"[13, 19]"
1582380000,"[11, 19]"
1582383600,"[12, 19]"
1582387200,"[11, 21]"
1582390800,"[11, 20]"
1582394400,"[11, 21]"
1582398000,"[12, 22]"
1582401600,"[11, 22]"
1582405200,"[11, 20]"
1582408800,"[11, 21]"
1582412400,"[12, 23]"
1582416000,"[13, 24]"
1582419600,"[14, 23]"
1582423200,"[14, 19]"
1582426800,"[14, 17]"
1582430400,"[14, 17]"
1582434000,"[13, 17]"
1582437600,"[12, 19]"
1582441200,"[13, 21]"
1582444800,"[13, 21]"
1582448400,"[13, 20]"
1582452000,"[15, 20]"
1582455600,"[14, 19]"
1582459200,"[15, 19]"
1582462800,"[15, 20]"
1582466400,"[16, 21]"
1582470000,"[15, 23]"
1582473600,"[15, 22]"
1582477200,"[15, 22]"
1582480800,"[16, 20]"
1582484400,"[16, 19]"
1582488000,"[16, 19]"
1582491600,"[16, 21]"
1582495200,"[16, 21]"
1582498800,"[17, 21]"
1582502400,"[17, 22]"
1582506000,"[17, 23]"
1582509600,"[16, 24]"
1582513200,"[17, 26]"
1582516800,"[17, 27]"
1582520400,"[18, 26]"
1582524000,"[18, 26]"
1582527600,"[19, 27]"
1582531200,"[19, 28]"
1582534800,"[20, 28]"
1582538400,"[20, 26]"
1582542000,"[21, 24]"
1582545600,"[22, 24]"
1582549200,"[22, 24]"
1582552800,"[23, 24]"
1582556400,"[22, 24]"
1582560000,"[21, 24]"
1582563600,"[20, 26]"
1582567200,"[21, 28]"
1582570800,"[23, 27]"
1582574400,"[24, 27]"
1582578000,"[25, 26]"
1582581600,"[24, 26]"
1582585200,"[22, 26]"
1582588800,"[21, 25]"
1582592400,"[20, 25]"
1582596000,"[21, 26]"
1582599600,"[22, 26]"
1582603200,"[22, 26]"
1582606800,"[22, 26]"
1582610400,"[22, 26]"
1582614000,"[21, 26]"
1582617600,"[21, 27]"
1582621200,"[22, 26]"
1582624800,"[22, 25]"
1582628400,"[21, 27]"
1582632000,"[21, 27]"
1582635600,"[20, 27]"
1582639200,"[19, 28]"
1582642800,"[20, 27]"
1582646400,"[22, 25]"
1582650000,"[22, 24]"
1582653600,"[21, 22]"
1582657200,"[20, 23]"
1582660800,"[18, 22]"
1582668000,"[16, 26]"
1582671600,"[17, 28]"
1582675200,"[18, 30]"
1582678800,"[19, 29]"
1582682400,"[18, 28]"
1582686000,"[18, 27]"
1582689600,"[18, 28]"
1582693200,"[18, 28]"
1582696800,"[18, 26]"
1582700400,"[18, 26]"
1582704000,"[18, 25]"
1582707600,"[18, 25]"
1582711200,"[18, 23]"
1582714800,"[18, 22]"
1582718400,"[19, 21]"
1582722000,"[20, 22]"
1582725600,"[20, 23]"
1582729200,"[19, 23]"
1582732800,"[19, 25]"
1582736400,"[18, 26]"
1582740000,"[18, 26]"
1582743600,"[17, 28]"
1582747200,"[17, 28]"
1582750800,"[16, 27]"
1582754400,"[16, 26]"
1582758000,"[16, 25]"
1582761600,"[16, 23]"
1582765200,"[16, 22]"
1582768800,"[16, 22]"
1582772400,"[14, 22]"
1582776000,"[14, 21]"
1582779600,"[14, 20]"
1582783200,"[15, 20]"
1582786800,"[16, 23]"
1582790400,"[17, 25]"
1582794000,"[17, 28]"
1582797600,"[16, 30]"
1582801200,"[14, 31]"
1582804800,"[15, 30]"
1582808400,"[16, 29]"
1582812000,"[16, 29]"
1582815600,"[16, 29]"
1582819200,"[16, 26]"
1582822800,"[15, 24]"
1582826400,"[16, 23]"
1582830000,"[16, 23]"
1582833600,"[15, 24]"
1582837200,"[15, 25]"
1582840800,"[15, 26]"
1582844400,"[16, 25]"
1582848000,"[16, 26]"
1582851600,"[16, 28]"
1582855200,"[16, 28]"
1582858800,"[16, 28]"
1582862400,"[15, 27]"
1582866000,"[15, 27]"
1582869600,"[14, 26]"
1582873200,"[14, 26]"
1582876800,"[13, 25]"
1582880400,"[13, 24]"
1582884000,"[15, 24]"
1582887600,"[16, 22]"
1582891200,"[16, 22]"
1582894800,"[16, 22]"
1582898400,"[16, 20]"
1582902000,"[17, 21]"
1582905600,"[17, 24]"
1582909200,"[18, 25]"
1582912800,"[19, 25]"
1582916400,"[20, 24]"
1582920000,"[21, 23]"
1582923600,"[22, 25]"
1582927200,"[21, 27]"
1582930800,"[22, 27]"
1582934400,"[20, 27]"
1582938000,"[19, 28]"
1582941600,"[19, 29]"
1582945200,"[19, 29]"
1582948800,"[19, 30]"
1582952400,"[20, 30]"
1582956000,"[20, 31]"
1582959600,"[19, 31]"
1582963200,"[21, 31]"
1582966800,"[19, 31]"
1582970400,"[19, 31]"
1582974000,"[19, 30]"
1582977600,"[20, 30]"
1582981200,"[20, 30]"
1582984800,"[18, 31]"
1582988400,"[18, 31]"
1582992000,"[17, 31]"
